Row ID,Order ID,Order Year,Order Month,Order Day,Dispatch Year,Dispatch Month,Dispatch Day,Delivery Mode,Customer ID,Customer Name,Segment,City,State/Province,Country\Region,Sales Region,Product ID,Category,Sub-Category,Discount,Product,Sales,Quantity,Profit
6282,BR-2015-135573,2015,11,24,2015,11,27,Second Class,CB-13030,Crístofer Barraza,Home Office,Santa Rosa,Río Grande del Sur,Brazil,LATAM - South,FUR-BO-10004430,Furniture,Bookcases,0,"Bush Floating Shelf Set, Metal",1382.4,1,331.6
6283,BR-2015-135573,2015,11,24,2015,11,27,Second Class,CB-13030,Crístofer Barraza,Home Office,Santa Rosa,Río Grande del Sur,Brazil,LATAM - South,OFF-ST-10001818,Office Supplies,Storage,0,"Smead Trays, Blue",3440,10,790
6284,BR-2015-135573,2015,11,24,2015,11,27,Second Class,CB-13030,Crístofer Barraza,Home Office,Santa Rosa,Río Grande del Sur,Brazil,LATAM - South,FUR-TA-10003179,Furniture,Tables,0,"Chromcraft Round Table, Adjustable Height",656,2,144
6285,BR-2015-135573,2015,11,24,2015,11,27,Second Class,CB-13030,Crístofer Barraza,Home Office,Santa Rosa,Río Grande del Sur,Brazil,LATAM - South,OFF-AR-10003633,Office Supplies,Art,0,"Binney & Smith Canvas, Easy-Erase",220,4,74.4
6286,BR-2015-135573,2015,11,24,2015,11,27,Second Class,CB-13030,Crístofer Barraza,Home Office,Santa Rosa,Río Grande del Sur,Brazil,LATAM - South,FUR-FU-10000612,Furniture,Furnishings,0,"Tenex Frame, Black",702,2,147.2
6287,BR-2015-135573,2015,11,24,2015,11,27,Second Class,CB-13030,Crístofer Barraza,Home Office,Santa Rosa,Río Grande del Sur,Brazil,LATAM - South,OFF-BI-10003616,Office Supplies,Binders,0,"Avery Binding Machine, Clear",2692.8,9,1238.4
6288,MX-2018-166702,2018,11,20,2018,11,25,Standard Class,HO-15805,Hernando Orellana,Corporate,Ciudad de México,Distrito Federal,Mexico,LATAM - North,OFF-AR-10002113,Office Supplies,Art,0,"Boston Highlighters, Easy-Erase",957.2,2,124.4
6289,MX-2016-113306,2016,10,30,2016,11,3,Standard Class,AG-11095,Ania Gámez,Corporate,Durango,Durango,Mexico,LATAM - North,OFF-PA-10002248,Office Supplies,Paper,0.2,"Green Bar Memo Slips, 8.5 x 11",2005.44,3,401.04
6290,MX-2016-113306,2016,10,30,2016,11,3,Standard Class,AG-11095,Ania Gámez,Corporate,Durango,Durango,Mexico,LATAM - North,OFF-AP-10004226,Office Supplies,Appliances,0,"Cuisinart Coffee Grinder, Black",1380.4,7,233.8
6291,NI-2015-135979,2015,1,14,2015,1,20,Standard Class,AG-11095,Ania Gámez,Corporate,Managua,Managua,Nicaragua,LATAM - Central,OFF-BI-10004801,Office Supplies,Binders,0,"Acco Binding Machine, Durable",2455.2,12,72
6292,NI-2015-135979,2015,1,14,2015,1,20,Standard Class,AG-11095,Ania Gámez,Corporate,Managua,Managua,Nicaragua,LATAM - Central,OFF-PA-10003875,Office Supplies,Paper,0,"Enermax Memo Slips, Multicolor",3934.8,3,1809.6
6293,NI-2015-135979,2015,1,14,2015,1,20,Standard Class,AG-11095,Ania Gámez,Corporate,Managua,Managua,Nicaragua,LATAM - Central,FUR-CH-10001674,Furniture,Chairs,0,"Office Star Chairmat, Adjustable",1093.8,3,283.8
6294,NI-2015-135979,2015,1,14,2015,1,20,Standard Class,AG-11095,Ania Gámez,Corporate,Managua,Managua,Nicaragua,LATAM - Central,FUR-TA-10003786,Furniture,Tables,0,"Hon Training Table, Fully Assembled",659.2,8,91.2
6295,NI-2016-120292,2016,5,4,2016,5,8,Standard Class,RM-20410,Reinaldo Mireles,Consumer,Managua,Managua,Nicaragua,LATAM - Central,OFF-AR-10000505,Office Supplies,Art,0,"Binney & Smith Pens, Easy-Erase",1344,7,403.2
6296,HN-2018-119172,2018,12,4,2018,12,8,Standard Class,JH-16750,José Hernández,Consumer,Choloma,Cortés,Honduras,LATAM - Central,OFF-SU-10003804,Office Supplies,Supplies,0.4,"Kleencut Shears, Easy Grip",431.28,2,-244.72
6297,SV-2016-104787,2016,12,5,2016,12,11,Standard Class,KA-17350,Kristina Arroyo,Consumer,San Salvador,San Salvador,El Salvador,LATAM - Central,TEC-MA-10004897,Technology,Machines,0.002,"StarTech Calculator, White",7553.86,3,1574.262
6298,SV-2016-104787,2016,12,5,2016,12,11,Standard Class,KA-17350,Kristina Arroyo,Consumer,San Salvador,San Salvador,El Salvador,LATAM - Central,OFF-LA-10001607,Office Supplies,Labels,0,"Novimex Shipping Labels, Alphabetical",202.4,2,32
6299,SV-2016-104787,2016,12,5,2016,12,11,Standard Class,KA-17350,Kristina Arroyo,Consumer,San Salvador,San Salvador,El Salvador,LATAM - Central,TEC-PH-10001070,Technology,Phones,0,"Samsung Headset, VoIP",5332.2,3,693
6300,HN-2017-102477,2017,8,30,2017,9,3,Standard Class,MR-18550,Mateo Rodríguez,Consumer,Choloma,Cortés,Honduras,LATAM - Central,TEC-CO-10004563,Technology,Copiers,0.402,"HP Copy Machine, Color",3152.42,3,147.0168
6301,PA-2017-168158,2017,11,5,2017,11,9,Standard Class,NP-19210,Natalia Paredes,Corporate,Ciudad de Panamá,Panamá,Panama,LATAM - Central,OFF-EN-10000897,Office Supplies,Envelopes,0.4,"Kraft Mailers, Set of 50",360.36,3,47.76
6302,CU-2018-118451,2018,12,26,2018,12,30,Second Class,HO-15805,Hernando Orellana,Corporate,Las Tunas,Las Tunas,Cuba,LATAM - Caribbean,FUR-FU-10002919,Furniture,Furnishings,0,"Rubbermaid Frame, Erganomic",335,5,67
6303,PA-2017-138380,2017,9,5,2017,9,7,Second Class,AJ-11695,Alina Jasón,Corporate,Ciudad de Panamá,Panamá,Panama,LATAM - Central,TEC-MA-10001777,Technology,Machines,0.402,"Okidata Printer, Red",3112.95,6,-635.8512
6304,CU-2017-107447,2017,5,29,2017,5,31,Second Class,FM-14710,Félix Mendoza,Consumer,Holguín,Holguín,Cuba,LATAM - Caribbean,OFF-AR-10000953,Office Supplies,Art,0,"Stanley Pencil Sharpener, Easy-Erase",292,5,93
6305,CU-2017-107447,2017,5,29,2017,5,31,Second Class,FM-14710,Félix Mendoza,Consumer,Holguín,Holguín,Cuba,LATAM - Caribbean,OFF-BI-10000538,Office Supplies,Binders,0,"Acco Binding Machine, Clear",502.6,7,44.8
6306,CU-2017-107447,2017,5,29,2017,5,31,Second Class,FM-14710,Félix Mendoza,Consumer,Holguín,Holguín,Cuba,LATAM - Caribbean,TEC-MA-10000811,Technology,Machines,0.002,"Okidata Phone, Durable",3967.25,2,707.2496
6308,CU-2017-107447,2017,5,29,2017,5,31,Second Class,FM-14710,Félix Mendoza,Consumer,Holguín,Holguín,Cuba,LATAM - Caribbean,OFF-LA-10003699,Office Supplies,Labels,0,"Smead File Folder Labels, Adjustable",846,3,67.2
6309,CU-2017-107447,2017,5,29,2017,5,31,Second Class,FM-14710,Félix Mendoza,Consumer,Holguín,Holguín,Cuba,LATAM - Caribbean,OFF-AR-10004519,Office Supplies,Art,0,"Boston Canvas, Fluorescent",88.6,1,30
6310,PA-2017-106425,2017,3,30,2017,4,3,Standard Class,CO-13105,Cosme Ojeda,Corporate,Ciudad de Panamá,Panamá,Panama,LATAM - Central,OFF-AR-10001599,Office Supplies,Art,0.4,"Binney & Smith Canvas, Blue",1687.8,5,167.8
6311,PA-2017-106425,2017,3,30,2017,4,3,Standard Class,CO-13105,Cosme Ojeda,Corporate,Ciudad de Panamá,Panamá,Panama,LATAM - Central,OFF-ST-10004191,Office Supplies,Storage,0.4,"Tenex Lockers, Blue",5456.52,3,-2092.08
6312,PA-2017-106425,2017,3,30,2017,4,3,Standard Class,CO-13105,Cosme Ojeda,Corporate,Ciudad de Panamá,Panamá,Panama,LATAM - Central,OFF-SU-10003697,Office Supplies,Supplies,0.4,"Elite Scissors, High Speed",2673.6,5,-178.4
6313,PA-2017-106425,2017,3,30,2017,4,3,Standard Class,CO-13105,Cosme Ojeda,Corporate,Ciudad de Panamá,Panamá,Panama,LATAM - Central,OFF-ST-10002706,Office Supplies,Storage,0.4,"Fellowes File Cart, Wire Frame",1812.48,4,-362.72
6315,GT-2017-164630,2017,8,28,2017,8,31,First Class,AR-11170,Antonio Rubio,Home Office,Mixco,Guatemala,Guatemala,LATAM - Central,OFF-ST-10002271,Office Supplies,Storage,0,"Rogers Shelving, Wire Frame",234,2,20.8
6316,GT-2017-164630,2017,8,28,2017,8,31,First Class,AR-11170,Antonio Rubio,Home Office,Mixco,Guatemala,Guatemala,LATAM - Central,OFF-ST-10001758,Office Supplies,Storage,0,"Rogers Lockers, Blue",1414.4,4,678.4
6317,BR-2017-161739,2017,4,13,2017,4,18,Standard Class,QM-20170,Queralt Mota,Consumer,Resende,Río de Janeiro,Brazil,LATAM - South,OFF-SU-10004299,Office Supplies,Supplies,0,"Stiletto Trimmer, High Speed",5101.8,11,866.8
6318,BR-2017-161739,2017,4,13,2017,4,18,Standard Class,QM-20170,Queralt Mota,Consumer,Resende,Río de Janeiro,Brazil,LATAM - South,FUR-BO-10001555,Furniture,Bookcases,0,"Bush Corner Shelving, Metal",951,3,199.2
6319,BR-2017-161739,2017,4,13,2017,4,18,Standard Class,QM-20170,Queralt Mota,Consumer,Resende,Río de Janeiro,Brazil,LATAM - South,OFF-BI-10001055,Office Supplies,Binders,0,"Wilson Jones Hole Reinforcements, Durable",283.8,3,70.8
6320,HN-2018-148110,2018,10,23,2018,10,28,Standard Class,BS-11785,Baltasar Santillán,Consumer,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Central,FUR-FU-10004640,Furniture,Furnishings,0.4,"Tenex Light Bulb, Durable",591,5,-50
6321,HN-2018-148110,2018,10,23,2018,10,28,Standard Class,BS-11785,Baltasar Santillán,Consumer,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Central,OFF-ST-10003455,Office Supplies,Storage,0.4,"Fellowes Lockers, Blue",952.8,5,-270.2
6322,HN-2017-140193,2017,12,20,2017,12,25,Second Class,IL-16390,Ignacio Liébanas,Corporate,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Central,OFF-BI-10001138,Office Supplies,Binders,0.4,"Acco 3-Hole Punch, Clear",149.28,2,-67.52
6323,HN-2017-140193,2017,12,20,2017,12,25,Second Class,IL-16390,Ignacio Liébanas,Corporate,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Central,OFF-AP-10001847,Office Supplies,Appliances,0.4,"Breville Toaster, Red",159,5,-48
6324,HN-2017-140193,2017,12,20,2017,12,25,Second Class,IL-16390,Ignacio Liébanas,Corporate,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Central,OFF-BI-10003774,Office Supplies,Binders,0.4,"Cardinal 3-Hole Punch, Durable",159.12,3,-53.28
6325,HN-2017-140193,2017,12,20,2017,12,25,Second Class,IL-16390,Ignacio Liébanas,Corporate,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Central,OFF-AP-10003618,Office Supplies,Appliances,0.4,"Hoover Refrigerator, Silver",210.6,5,-25.4
6326,SV-2015-166282,2015,6,4,2015,6,5,First Class,DT-13585,Dolores Treviño,Corporate,Cojutepeque,Cuscatlán,El Salvador,LATAM - Central,OFF-AR-10001578,Office Supplies,Art,0,"Sanford Pencil Sharpener, Fluorescent",800,2,160
6327,MX-2016-158939,2016,9,16,2016,9,22,Standard Class,MB-18805,Millán Becerra,Home Office,Los Mochis,Sinaloa,Mexico,LATAM - North,OFF-AP-10004756,Office Supplies,Appliances,0,"Hamilton Beach Toaster, Red",354.6,9,70.2
6328,MX-2016-158939,2016,9,16,2016,9,22,Standard Class,MB-18805,Millán Becerra,Home Office,Los Mochis,Sinaloa,Mexico,LATAM - North,FUR-FU-10003325,Furniture,Furnishings,0,"Tenex Door Stop, Duo Pack",1352.8,4,648.8
6333,HN-2017-110366,2017,6,23,2017,6,25,Second Class,SB-20680,Samanta Botello,Home Office,San Pedro Sula,Cortés,Honduras,LATAM - Central,OFF-LA-10004007,Office Supplies,Labels,0.4,"Harbour Creations Color Coded Labels, Adjustable",414,3,-55.2
6334,GT-2016-126536,2016,10,25,2016,10,27,First Class,LA-17905,Leopoldo Archuleta,Corporate,Villa Nueva,Guatemala,Guatemala,LATAM - Central,FUR-FU-10001086,Furniture,Furnishings,0,"Advantus Frame, Black",536.8,4,107.2
6335,GT-2016-126536,2016,10,25,2016,10,27,First Class,LA-17905,Leopoldo Archuleta,Corporate,Villa Nueva,Guatemala,Guatemala,LATAM - Central,OFF-ST-10002172,Office Supplies,Storage,0,"Fellowes Trays, Blue",1639.2,6,736.8
6336,MX-2015-137603,2015,8,5,2015,8,9,Standard Class,RF-20395,Ricardo Franco,Consumer,Nicolás Romero,México,Mexico,LATAM - North,TEC-PH-10000493,Technology,Phones,0,"Apple Smart Phone, Full Size",1298.4,4,388.8
6337,MX-2015-137603,2015,8,5,2015,8,9,Standard Class,RF-20395,Ricardo Franco,Consumer,Nicolás Romero,México,Mexico,LATAM - North,FUR-BO-10001621,Furniture,Bookcases,0,"Dania Stackable Bookrack, Traditional",2828,2,904.8
6338,MX-2015-137603,2015,8,5,2015,8,9,Standard Class,RF-20395,Ricardo Franco,Consumer,Nicolás Romero,México,Mexico,LATAM - North,OFF-EN-10003381,Office Supplies,Envelopes,0,"Cameo Manila Envelope, Security-Tint",358,5,171
6339,MX-2015-137603,2015,8,5,2015,8,9,Standard Class,RF-20395,Ricardo Franco,Consumer,Nicolás Romero,México,Mexico,LATAM - North,OFF-FA-10000179,Office Supplies,Fasteners,0,"Advantus Paper Clips, Metal",164,2,80
6340,DO-2015-161963,2015,12,27,2015,12,29,Second Class,PS-19855,Pancho Saavedra,Corporate,Santo Domingo,Santo Domingo,Dominican Republic,LATAM - Caribbean,OFF-AR-10000505,Office Supplies,Art,0.2,"Binney & Smith Pens, Easy-Erase",307.2,2,38.4
6341,DO-2015-161963,2015,12,27,2015,12,29,Second Class,PS-19855,Pancho Saavedra,Corporate,Santo Domingo,Santo Domingo,Dominican Republic,LATAM - Caribbean,TEC-PH-10000641,Technology,Phones,0.7,"Motorola Headset, Full Size",2020.32,6,-4310.88
6342,DO-2015-161963,2015,12,27,2015,12,29,Second Class,PS-19855,Pancho Saavedra,Corporate,Santo Domingo,Santo Domingo,Dominican Republic,LATAM - Caribbean,OFF-AR-10001720,Office Supplies,Art,0.2,"Stanley Canvas, Blue",3218.24,2,-40.56
6343,AR-2016-138597,2016,6,9,2016,6,13,Standard Class,BR-11845,Basilio Ruiz,Corporate,Concepción del Uruguay,Entre Ríos,Argentina,LATAM - South,OFF-BI-10002225,Office Supplies,Binders,0.4,"Cardinal Binding Machine, Durable",237.6,3,31.2
6344,AR-2018-165512,2018,3,24,2018,3,28,Standard Class,ML-18325,Marcos Laureano,Consumer,Buenos Aires,Ciudad Autónoma de Buenos Aires,Argentina,LATAM - South,OFF-PA-10004842,Office Supplies,Paper,0.4,"SanDisk Message Books, Recycled",2910.24,2,-1164.16
6345,AR-2018-165512,2018,3,24,2018,3,28,Standard Class,ML-18325,Marcos Laureano,Consumer,Buenos Aires,Ciudad Autónoma de Buenos Aires,Argentina,LATAM - South,TEC-PH-10002419,Technology,Phones,0.4,"Motorola Headset, Cordless",644.4,2,10.4
6346,MX-2018-145800,2018,7,29,2018,7,31,Second Class,HC-15685,Hilda Contreras,Corporate,Ciudad de México,Distrito Federal,Mexico,LATAM - North,TEC-PH-10004823,Technology,Phones,0,"Nokia Smart Phone, Full Size",1859.2,2,594.8
6347,MX-2017-134831,2017,3,19,2017,3,21,Second Class,AJ-10840,Amador Jasón,Consumer,General Escobedo,Nuevo León,Mexico,LATAM - North,FUR-CH-10004774,Furniture,Chairs,0,"Novimex Executive Leather Armchair, Red",894,3,268.2
6348,MX-2017-134831,2017,3,19,2017,3,21,Second Class,AJ-10840,Amador Jasón,Consumer,General Escobedo,Nuevo León,Mexico,LATAM - North,TEC-CO-10001523,Technology,Copiers,0,"HP Copy Machine, High-Speed",6762,14,1688.4
6349,MX-2015-141376,2015,10,5,2015,10,11,Standard Class,OG-19795,Olvido Godoy,Home Office,Izúcar de Matamoros,Puebla,Mexico,LATAM - North,OFF-BI-10003702,Office Supplies,Binders,0,"Wilson Jones Binder Covers, Durable",567.6,3,249.6
6350,BR-2017-100069,2017,5,7,2017,5,11,Second Class,DA-13495,Diego Avilés,Corporate,Chapecó,Santa Catarina,Brazil,LATAM - South,OFF-AR-10003066,Office Supplies,Art,0,"Sanford Markers, Water Color",312.8,4,124.8
6351,PE-2017-120172,2017,12,19,2017,12,21,Second Class,AQ-11020,Andrés Quintero,Corporate,Lima,Lima (city),Peru,LATAM - South,TEC-CO-10001162,Technology,Copiers,0.4,"Canon Wireless Fax, Laser",2292,5,-382
6354,BR-2016-108735,2016,6,14,2016,6,21,Standard Class,EC-14410,Eusebio Cano,Home Office,Jaú,São Paulo,Brazil,LATAM - South,OFF-ST-10002900,Office Supplies,Storage,0,"Smead Lockers, Wire Frame",1262.4,6,416.4
6356,MX-2018-142244,2018,10,6,2018,10,12,Standard Class,AC-10270,Adelina Castaneda,Consumer,Ciudad Madero,Tamaulipas,Mexico,LATAM - North,OFF-FA-10004339,Office Supplies,Fasteners,0,"Stockwell Staples, Metal",289.2,2,106.8
6357,BR-2018-160241,2018,12,10,2018,12,12,Second Class,CV-12700,Clarisa Valle,Home Office,São Paulo,São Paulo,Brazil,LATAM - South,OFF-PA-10002352,Office Supplies,Paper,0,"Eaton Parchment Paper, Premium",5762,5,2420
6358,BR-2018-160241,2018,12,10,2018,12,12,Second Class,CV-12700,Clarisa Valle,Home Office,São Paulo,São Paulo,Brazil,LATAM - South,OFF-LA-10004285,Office Supplies,Labels,0,"Smead Legal Exhibit Labels, Laser Printer Compatible",157.4,1,75.4
6359,MX-2018-103198,2018,12,1,2018,12,5,Standard Class,MC-18445,Marcel Corral,Home Office,Ciudad de México,Distrito Federal,Mexico,LATAM - North,OFF-BI-10002986,Office Supplies,Binders,0,"Avery Binder Covers, Recycled",293.4,3,34.8
6360,MX-2018-103198,2018,12,1,2018,12,5,Standard Class,MC-18445,Marcel Corral,Home Office,Ciudad de México,Distrito Federal,Mexico,LATAM - North,OFF-BI-10004227,Office Supplies,Binders,0,"Avery Binding Machine, Economy",313.2,3,3
6361,MX-2018-103198,2018,12,1,2018,12,5,Standard Class,MC-18445,Marcel Corral,Home Office,Ciudad de México,Distrito Federal,Mexico,LATAM - North,OFF-AR-10000066,Office Supplies,Art,0,"Sanford Pens, Blue",97.4,1,35
6362,JM-2017-144547,2017,10,1,2017,10,5,Standard Class,FL-14845,Francisco Loera,Consumer,Spanish Town,Santa Caterina,Jamaica,LATAM - Caribbean,OFF-BI-10003917,Office Supplies,Binders,0,"Wilson Jones 3-Hole Punch, Recycled",708.8,4,290.4
6363,JM-2017-144547,2017,10,1,2017,10,5,Standard Class,FL-14845,Francisco Loera,Consumer,Spanish Town,Santa Caterina,Jamaica,LATAM - Caribbean,OFF-FA-10004424,Office Supplies,Fasteners,0,"Advantus Clamps, 12 Pack",1449,5,565
6364,HN-2016-122364,2016,11,3,2016,11,6,First Class,SC-20740,Salvador Calderón,Home Office,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Central,OFF-PA-10003907,Office Supplies,Paper,0.4,"Eaton Message Books, Premium",1458.36,3,-243.24
6365,HN-2016-122364,2016,11,3,2016,11,6,First Class,SC-20740,Salvador Calderón,Home Office,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Central,OFF-ST-10003018,Office Supplies,Storage,0.4,"Smead File Cart, Industrial",322.08,4,-193.92
6366,BR-2015-156986,2015,5,31,2015,6,3,Second Class,NG-19165,Noemí González,Consumer,Jaú,São Paulo,Brazil,LATAM - South,TEC-PH-10002623,Technology,Phones,0,"Cisco Smart Phone, with Caller ID",7403.4,9,1627.2
6367,MX-2015-131688,2015,12,23,2015,12,27,Standard Class,AP-11230,Ara Puente,Consumer,Toluca,México,Mexico,LATAM - North,OFF-AR-10000319,Office Supplies,Art,0,"Binney & Smith Canvas, Fluorescent",364.8,4,32.8
6368,MX-2015-131688,2015,12,23,2015,12,27,Standard Class,AP-11230,Ara Puente,Consumer,Toluca,México,Mexico,LATAM - North,FUR-BO-10000786,Furniture,Bookcases,0,"Sauder Stackable Bookrack, Pine",2639.2,2,52.4
6369,BR-2017-141698,2017,4,25,2017,4,30,Second Class,YS-21925,Yolanda Saavedra,Consumer,Rondonópolis,Mato Grosso,Brazil,LATAM - South,TEC-PH-10004825,Technology,Phones,0,"Cisco Headset, VoIP",8723.2,2,87.2
6370,BR-2018-123610,2018,12,2,2018,12,9,Standard Class,TU-21295,Tomasa Urena,Consumer,Curitiba,Paraná,Brazil,LATAM - South,FUR-FU-10000907,Furniture,Furnishings,0,"Eldon Clock, Duo Pack",355.6,2,78
6371,GT-2015-120418,2015,12,17,2015,12,23,Standard Class,MC-19045,Mirna Callas,Home Office,Mixco,Guatemala,Guatemala,LATAM - Central,TEC-PH-10004825,Technology,Phones,0,"Cisco Headset, VoIP",17446.4,4,174.4
6372,GT-2015-120418,2015,12,17,2015,12,23,Standard Class,MC-19045,Mirna Callas,Home Office,Mixco,Guatemala,Guatemala,LATAM - Central,OFF-PA-10004990,Office Supplies,Paper,0,"Xerox Note Cards, Recycled",5660,5,849
6373,GT-2015-120418,2015,12,17,2015,12,23,Standard Class,MC-19045,Mirna Callas,Home Office,Mixco,Guatemala,Guatemala,LATAM - Central,OFF-BI-10001055,Office Supplies,Binders,0,"Wilson Jones Hole Reinforcements, Durable",277.2,3,74.4
6374,GT-2015-120418,2015,12,17,2015,12,23,Standard Class,MC-19045,Mirna Callas,Home Office,Mixco,Guatemala,Guatemala,LATAM - Central,OFF-AR-10001533,Office Supplies,Art,0,"Sanford Sketch Pad, Easy-Erase",7602,2,1976.4
6375,PA-2018-126900,2018,9,17,2018,9,24,Standard Class,AA-10225,Alejandra Alcaraz,Corporate,Ciudad de Panamá,Panamá,Panama,LATAM - Central,FUR-CH-10000333,Furniture,Chairs,0.4,"SAFCO Swivel Stool, Black",581.4,3,28.8
6376,PA-2018-126900,2018,9,17,2018,9,24,Standard Class,AA-10225,Alejandra Alcaraz,Corporate,Ciudad de Panamá,Panamá,Panama,LATAM - Central,OFF-AR-10000091,Office Supplies,Art,0.4,"BIC Highlighters, Water Color",242.4,2,-68.8
6377,MX-2016-115455,2016,4,18,2016,4,22,Standard Class,AV-10465,Amadeo Villareal,Consumer,León,Guanajuato,Mexico,LATAM - North,OFF-LA-10002752,Office Supplies,Labels,0,"Smead Legal Exhibit Labels, 5000 Label Set",886.8,3,327.6
6378,SV-2018-142601,2018,12,18,2018,12,23,Standard Class,LG-17920,Leonor Gómez,Consumer,Apopa,San Salvador,El Salvador,LATAM - Central,OFF-PA-10000522,Office Supplies,Paper,0,"Xerox Computer Printout Paper, Recycled",16933,7,2200.8
6379,SV-2018-142601,2018,12,18,2018,12,23,Standard Class,LG-17920,Leonor Gómez,Consumer,Apopa,San Salvador,El Salvador,LATAM - Central,FUR-CH-10001674,Furniture,Chairs,0,"Office Star Chairmat, Adjustable",528,3,136.8
6380,SV-2018-142601,2018,12,18,2018,12,23,Standard Class,LG-17920,Leonor Gómez,Consumer,Apopa,San Salvador,El Salvador,LATAM - Central,TEC-AC-10001243,Technology,Accessories,0,"Enermax Mouse, Bluetooth",1991.2,2,438
6381,MX-2016-100027,2016,12,19,2016,12,21,Second Class,HQ-15730,Hortensia Quiñones,Consumer,Morelia,Michoacán,Mexico,LATAM - North,OFF-LA-10004737,Office Supplies,Labels,0.2,"Avery Shipping Labels, 5000 Label Set",5820,3,2182.2
6382,MX-2016-100027,2016,12,19,2016,12,21,Second Class,HQ-15730,Hortensia Quiñones,Consumer,Morelia,Michoacán,Mexico,LATAM - North,FUR-FU-10000605,Furniture,Furnishings,0,"Rubbermaid Light Bulb, Black",643.8,3,244.2
6383,BR-2017-132045,2017,6,18,2017,6,20,Second Class,CM-12820,Cornelio Marín,Home Office,Jundiaí,São Paulo,Brazil,LATAM - South,OFF-AP-10000263,Office Supplies,Appliances,0,"KitchenAid Microwave, Silver",303,3,90.6
6384,BR-2017-132045,2017,6,18,2017,6,20,Second Class,CM-12820,Cornelio Marín,Home Office,Jundiaí,São Paulo,Brazil,LATAM - South,FUR-CH-10001051,Furniture,Chairs,0,"Hon Chairmat, Red",2727.6,3,136.2
6385,BR-2017-132045,2017,6,18,2017,6,20,Second Class,CM-12820,Cornelio Marín,Home Office,Jundiaí,São Paulo,Brazil,LATAM - South,OFF-EN-10003069,Office Supplies,Envelopes,0,"Ames Mailers, Set of 50",120,2,54
6392,MX-2015-136245,2015,11,6,2015,11,11,Standard Class,AB-11110,Aníbal Barragán,Corporate,Ciudad de México,Distrito Federal,Mexico,LATAM - North,OFF-ST-10000624,Office Supplies,Storage,0.2,"Eldon File Cart, Single Width",7508.64,3,468.84
6393,MX-2015-136245,2015,11,6,2015,11,11,Standard Class,AB-11110,Aníbal Barragán,Corporate,Ciudad de México,Distrito Federal,Mexico,LATAM - North,TEC-AC-10004849,Technology,Accessories,0,"SanDisk Router, Programmable",1925,5,539
6394,MX-2015-136245,2015,11,6,2015,11,11,Standard Class,AB-11110,Aníbal Barragán,Corporate,Ciudad de México,Distrito Federal,Mexico,LATAM - North,FUR-BO-10000684,Furniture,Bookcases,0,"Sauder Corner Shelving, Traditional",2568,3,307.8
6395,CL-2015-114804,2015,11,30,2015,12,3,First Class,DR-13615,Domingo Rivero,Consumer,Santiago,Santiago,Chile,LATAM - South,FUR-BO-10003028,Furniture,Bookcases,0,"Sauder 3-Shelf Cabinet, Mobile",2645.6,2,476
6396,MX-2017-150819,2017,5,17,2017,5,17,Same Day,LC-17965,Lola Crespo,Corporate,Hermosillo,Sonora,Mexico,LATAM - North,OFF-AR-10001068,Office Supplies,Art,0,"BIC Sketch Pad, Easy-Erase",1119.6,6,0
6397,MX-2017-150819,2017,5,17,2017,5,17,Same Day,LC-17965,Lola Crespo,Corporate,Hermosillo,Sonora,Mexico,LATAM - North,OFF-AR-10001190,Office Supplies,Art,0,"Boston Canvas, Easy-Erase",156.6,3,55.8
6398,MX-2017-150819,2017,5,17,2017,5,17,Same Day,LC-17965,Lola Crespo,Corporate,Hermosillo,Sonora,Mexico,LATAM - North,OFF-SU-10004818,Office Supplies,Supplies,0.2,"Stiletto Trimmer, Steel",4638.4,5,463.4
6399,GT-2018-103366,2018,5,12,2018,5,12,Same Day,ER-14485,Eulalia Rolón,Corporate,Villa Canales,Guatemala,Guatemala,LATAM - Central,OFF-BI-10003774,Office Supplies,Binders,0,"Cardinal 3-Hole Punch, Durable",112,1,45.8
6401,GT-2018-129168,2018,1,24,2018,1,28,Standard Class,CS-12595,Constantina Sepúlveda,Consumer,Villa Nueva,Guatemala,Guatemala,LATAM - Central,OFF-EN-10003933,Office Supplies,Envelopes,0,"Kraft Manila Envelope, Security-Tint",327.2,2,81.6
6402,MX-2016-136658,2016,11,4,2016,11,6,First Class,CC-12370,Cándida Celaya,Consumer,Chihuahua,Chihuahua,Mexico,LATAM - North,OFF-LA-10002486,Office Supplies,Labels,0,"Harbour Creations Legal Exhibit Labels, Adjustable",394,2,66.8
6403,MX-2018-117177,2018,4,8,2018,4,10,Second Class,LL-18085,Luisa Liébanas,Consumer,Querétaro,Querétaro,Mexico,LATAM - North,TEC-CO-10002857,Technology,Copiers,0,"Sharp Fax and Copier, Color",6841.6,4,0
6404,MX-2018-117177,2018,4,8,2018,4,10,Second Class,LL-18085,Luisa Liébanas,Consumer,Querétaro,Querétaro,Mexico,LATAM - North,TEC-PH-10004614,Technology,Phones,0,"Cisco Headset, Full Size",2621.4,3,52.2
